,Epochs,Loss
0,0,2338.854232788086
1,1,1116.4937744140625
2,2,714.8700485229492
3,3,462.9134817123413
4,4,377.49919605255127
5,5,305.34075832366943
6,6,231.958270072937
7,7,193.67955350875854
8,8,190.3955841064453
9,9,179.60547637939453
10,10,137.21100664138794
11,11,136.36427211761475
12,12,144.34506464004517
13,13,120.48668336868286
14,14,128.53396320343018
15,15,101.82936906814575
16,16,102.46320247650146
17,17,89.40900659561157
18,18,77.76169633865356
19,19,81.18658256530762
20,20,71.22484064102173
21,21,75.16206407546997
22,22,77.1336669921875
23,23,64.94751930236816
24,24,64.98883533477783
25,25,64.96533679962158
26,26,69.52759408950806
27,27,68.12711000442505
28,28,61.07172203063965
29,29,62.1256537437439
30,30,58.70723009109497
31,31,50.92347764968872
32,32,48.738948345184326
33,33,58.71702527999878
34,34,65.34769773483276
35,35,45.35045146942139
36,36,44.97807168960571
37,37,52.392940521240234
38,38,45.50333070755005
39,39,54.0027060508728
40,40,47.906381607055664
41,41,37.715145111083984
42,42,55.379008769989014
43,43,52.898000717163086
44,44,48.97880411148071
45,45,39.039366245269775
46,46,53.79149341583252
47,47,29.850943088531494
48,48,45.521841526031494
49,49,37.34064340591431
50,50,39.190274715423584
51,51,43.642250061035156
52,52,46.07758951187134
53,53,41.662381649017334
54,54,32.73198843002319
55,55,39.50012969970703
56,56,34.74969291687012
57,57,37.57821083068848
58,58,42.40973138809204
59,59,32.1066460609436
60,60,24.77458381652832
61,61,40.6496639251709
62,62,28.161202907562256
63,63,31.430245399475098
64,64,27.01454782485962
65,65,27.626891136169434
66,66,32.654282093048096
67,67,31.337140560150146
68,68,31.350643157958984
69,69,40.3568549156189
70,70,27.323220252990723
71,71,28.94433355331421
72,72,29.240922451019287
73,73,26.96608543395996
74,74,27.31029462814331
75,75,32.76210355758667
76,76,25.600418090820312
77,77,25.8027400970459
78,78,26.250973224639893
79,79,33.1744122505188
80,80,28.73308277130127
81,81,20.923397541046143
82,82,19.53190803527832
83,83,24.793031692504883
84,84,23.555370807647705
85,85,23.680405139923096
86,86,28.116743087768555
87,87,30.103533267974854
88,88,26.18348455429077
89,89,28.56162738800049
90,90,22.06299114227295
91,91,20.778111934661865
92,92,19.16083526611328
93,93,19.98843765258789
94,94,22.943881511688232
95,95,23.09713077545166
96,96,17.35057497024536
97,97,27.067023754119873
98,98,23.570218086242676
99,99,20.487540245056152
