,Epochs,Loss
0,0,114.11373138427734
1,1,75.2819595336914
2,2,39.652076721191406
3,3,26.595918655395508
4,4,12.575685501098633
5,5,5.066946029663086
6,6,3.0816493034362793
7,7,1.8809881210327148
8,8,6.020550727844238
9,9,1.4931182861328125
10,10,3.612673282623291
11,11,1.0935587882995605
12,12,0.914031982421875
13,13,0.8144655227661133
14,14,3.7156529426574707
15,15,0.4530000686645508
16,16,0.023797035217285156
17,17,1.7746586799621582
18,18,2.1987533569335938
19,19,2.063821315765381
20,20,0.8125829696655273
21,21,0.6509256362915039
22,22,0.20549869537353516
23,23,0.0
24,24,0.38050413131713867
25,25,0.0
26,26,0.0
27,27,0.0
28,28,0.3142375946044922
29,29,1.1328535079956055
30,30,0.0
31,31,0.0
32,32,1.272505760192871
33,33,1.6008796691894531
34,34,0.874330997467041
35,35,0.15944623947143555
36,36,0.7662868499755859
37,37,0.8410868644714355
38,38,0.2656888961791992
39,39,0.0
40,40,1.4037890434265137
41,41,0.719090461730957
42,42,0.5511617660522461
43,43,0.0
44,44,0.1548013687133789
45,45,1.6587862968444824
46,46,0.591712474822998
47,47,0.0
48,48,0.0
49,49,0.0
50,50,2.0770769119262695
51,51,0.0
52,52,0.0
53,53,2.898869514465332
54,54,0.7797980308532715
55,55,0.9916129112243652
56,56,0.28782224655151367
57,57,0.0
58,58,0.30983591079711914
59,59,1.6205816268920898
60,60,0.0
61,61,1.617790699005127
62,62,1.2238240242004395
63,63,0.9101228713989258
64,64,0.8136067390441895
65,65,0.0
66,66,1.2514071464538574
67,67,1.0795297622680664
68,68,1.2375941276550293
69,69,1.2120113372802734
70,70,0.0
71,71,0.12194442749023438
72,72,0.5719380378723145
73,73,1.341691017150879
74,74,0.5005044937133789
75,75,0.0
76,76,1.4018583297729492
77,77,0.0
78,78,0.0
79,79,1.5687050819396973
80,80,0.28343772888183594
81,81,0.0
82,82,0.6802887916564941
83,83,1.3272123336791992
84,84,1.3148164749145508
85,85,0.2836127281188965
86,86,0.0
87,87,0.07330560684204102
88,88,0.050805091857910156
89,89,0.0
90,90,0.0
91,91,0.47063446044921875
92,92,0.0
93,93,0.0
94,94,1.5862698554992676
95,95,0.0014739036560058594
96,96,0.0
97,97,0.0
98,98,0.0
99,99,0.0
