,Epochs,Loss
0,0,8182.64803314209
1,1,5304.206928253174
2,2,2907.52774810791
3,3,1881.3426189422607
4,4,1403.7962017059326
5,5,1028.1805086135864
6,6,870.0309972763062
7,7,717.6539025306702
8,8,641.1542634963989
9,9,526.089834690094
10,10,490.19701290130615
11,11,447.1220440864563
12,12,384.3680839538574
13,13,356.18560552597046
14,14,342.27388286590576
15,15,318.48479413986206
16,16,269.5589008331299
17,17,269.00847578048706
18,18,262.98204278945923
19,19,251.77489805221558
20,20,277.19359588623047
21,21,225.3803448677063
22,22,241.12619972229004
23,23,213.82849025726318
24,24,217.95361375808716
25,25,216.04441118240356
26,26,191.5172553062439
27,27,198.46643114089966
28,28,192.20427751541138
29,29,191.34539222717285
30,30,183.28639364242554
31,31,176.54523944854736
32,32,173.36722326278687
33,33,149.47221326828003
34,34,180.43537521362305
35,35,193.442138671875
36,36,163.28725337982178
37,37,182.54035997390747
38,38,158.49135541915894
39,39,199.1911015510559
40,40,156.4057970046997
41,41,158.681236743927
42,42,163.44828462600708
43,43,162.39839506149292
44,44,179.35245323181152
45,45,163.7926139831543
46,46,153.139226436615
47,47,151.26257705688477
48,48,139.9040446281433
49,49,155.24458265304565
50,50,127.51401042938232
51,51,134.73618841171265
52,52,134.4522523880005
53,53,155.02276611328125
54,54,144.00823402404785
55,55,138.61325645446777
56,56,130.11520671844482
57,57,119.45117092132568
58,58,125.34732866287231
59,59,136.0823369026184
60,60,135.09098482131958
61,61,124.58956956863403
62,62,124.97368812561035
63,63,143.40403699874878
64,64,127.17078399658203
65,65,115.40901899337769
66,66,111.74002742767334
67,67,146.2766580581665
68,68,120.84701728820801
69,69,119.87181663513184
70,70,98.94396162033081
71,71,112.79835414886475
72,72,101.24064207077026
73,73,105.3729338645935
74,74,123.31584644317627
75,75,115.10776996612549
76,76,118.77820110321045
77,77,109.76057386398315
78,78,91.50041484832764
79,79,96.87658977508545
80,80,106.56182479858398
81,81,98.04778003692627
82,82,86.88892602920532
83,83,104.24032258987427
84,84,99.49778199195862
85,85,89.88409185409546
86,86,89.76943922042847
87,87,94.04865837097168
88,88,103.33578300476074
89,89,103.68818092346191
90,90,85.61539220809937
91,91,105.79885339736938
92,92,90.54135465621948
93,93,96.46576023101807
94,94,92.66346025466919
95,95,87.43022441864014
96,96,74.00726461410522
97,97,90.36480522155762
98,98,77.97889614105225
99,99,102.57285165786743
