,Epochs,Loss
0,0,8414.031301498413
1,1,6850.042983055115
2,2,5293.84641122818
3,3,4167.318503379822
4,4,3534.0380234718323
5,5,2947.391802549362
6,6,2541.6037876605988
7,7,2275.817717075348
8,8,2039.3252074718475
9,9,1856.3570580482483
10,10,1767.9140989780426
11,11,1645.9062747955322
12,12,1552.5425736904144
13,13,1475.8076076507568
14,14,1389.1456892490387
15,15,1341.0900554656982
16,16,1319.3551952838898
17,17,1198.0568177700043
18,18,1219.7835257053375
19,19,1165.310555934906
20,20,1102.9241077899933
21,21,1016.8422396183014
22,22,995.2862021923065
23,23,942.1608893871307
24,24,974.314924955368
25,25,966.2097920179367
26,26,905.6531764268875
27,27,884.8631975650787
28,28,849.3169674873352
29,29,791.1702567338943
30,30,814.7136110067368
31,31,792.5708196163177
32,32,739.8418756723404
33,33,718.4775613546371
34,34,709.9799398183823
35,35,716.705352306366
36,36,682.825453877449
37,37,689.7655519247055
38,38,680.508651971817
39,39,604.3315252065659
40,40,605.7865837812424
41,41,579.5908427238464
42,42,586.3320853710175
43,43,543.7557953596115
44,44,515.6670868396759
45,45,533.9520003795624
46,46,536.3604091405869
47,47,507.32638239860535
48,48,498.7427408695221
49,49,495.2369781732559
50,50,505.6528846025467
51,51,481.63835525512695
52,52,468.0438543558121
53,53,475.28463435173035
54,54,452.99494647979736
55,55,467.27574384212494
56,56,408.0075876712799
57,57,392.00475430488586
58,58,404.927437543869
59,59,419.82324147224426
60,60,408.18851351737976
61,61,371.5927826166153
62,62,390.03185403347015
63,63,394.42927169799805
64,64,362.0859749317169
65,65,391.9538152217865
66,66,393.4514021873474
67,67,357.76571917533875
68,68,378.55073404312134
69,69,331.26719307899475
70,70,369.9985383749008
71,71,356.20061123371124
72,72,334.81028175354004
73,73,323.9981952905655
74,74,314.0186619758606
75,75,310.27822840213776
76,76,307.89955365657806
77,77,337.73488545417786
78,78,299.9814429283142
79,79,348.4899842739105
80,80,317.94739389419556
81,81,294.23625338077545
82,82,303.87142753601074
83,83,305.06707632541656
84,84,299.5436278581619
85,85,268.8089658021927
86,86,273.06882524490356
87,87,297.44574105739594
88,88,288.13762521743774
89,89,276.41625344753265
90,90,282.91801023483276
91,91,285.5595576763153
92,92,273.4473497867584
93,93,273.95548939704895
94,94,289.07646429538727
95,95,244.0421086549759
96,96,279.17335772514343
97,97,267.19072246551514
98,98,271.68730902671814
99,99,238.6888335943222
