,Epochs,Loss
0,0,2364.7731323242188
1,1,1317.839334487915
2,2,814.4508190155029
3,3,570.9292416572571
4,4,430.7639546394348
5,5,319.9623050689697
6,6,296.1988434791565
7,7,267.1138081550598
8,8,222.05262231826782
9,9,188.02871370315552
10,10,184.06098079681396
11,11,180.181556224823
12,12,170.17760276794434
13,13,143.09540843963623
14,14,139.3649640083313
15,15,132.33102321624756
16,16,135.6516890525818
17,17,106.71807050704956
18,18,110.54825830459595
19,19,112.05582284927368
20,20,99.32113122940063
21,21,89.33876085281372
22,22,81.08365869522095
23,23,94.33858013153076
24,24,77.9109935760498
25,25,84.39523601531982
26,26,84.5623869895935
27,27,83.07661390304565
28,28,91.40233421325684
29,29,85.24613237380981
30,30,67.98261642456055
31,31,76.87436819076538
32,32,80.781982421875
33,33,63.65672731399536
34,34,81.38787937164307
35,35,78.86704111099243
36,36,56.63054418563843
37,37,80.9888710975647
38,38,65.02354335784912
39,39,60.68779754638672
40,40,68.82318639755249
41,41,61.67987585067749
42,42,59.84510374069214
43,43,60.711771965026855
44,44,81.95459938049316
45,45,58.82492160797119
46,46,52.071101665496826
47,47,56.606457233428955
48,48,62.47614336013794
49,49,57.26858329772949
50,50,57.338069438934326
51,51,47.84271240234375
52,52,67.70140790939331
53,53,59.355419635772705
54,54,71.23479509353638
55,55,46.40170955657959
56,56,47.36891841888428
57,57,49.19846725463867
58,58,49.915316104888916
59,59,53.09196615219116
60,60,55.44668626785278
61,61,65.38700103759766
62,62,43.03189992904663
63,63,56.208664894104004
64,64,44.55090856552124
65,65,47.1561017036438
66,66,52.461161613464355
67,67,39.22002124786377
68,68,46.07299613952637
69,69,50.55484914779663
70,70,35.7434868812561
71,71,62.37980318069458
72,72,49.004326820373535
73,73,38.664823055267334
74,74,41.69104051589966
75,75,41.81131362915039
76,76,35.0302300453186
77,77,51.45344161987305
78,78,43.875426292419434
79,79,28.44110870361328
80,80,45.77322006225586
81,81,38.01314163208008
82,82,38.99642610549927
83,83,44.68840312957764
84,84,45.591219902038574
85,85,42.329894065856934
86,86,43.12675189971924
87,87,34.65791702270508
88,88,38.19240951538086
89,89,35.48095369338989
90,90,41.587772846221924
91,91,42.31676244735718
92,92,41.63430118560791
93,93,33.112088203430176
94,94,34.29126739501953
95,95,33.58049440383911
96,96,36.674785137176514
97,97,31.25445318222046
98,98,32.153236389160156
99,99,37.415310859680176
